 No       Lon.(X)        Lat.(Y)   Node(Cell)   Depth(Cell)             Station Name
  1 388650.947852 3945702.882051          807         4.827                    Tokyo
  2 413510.243747 3936460.273314         3770        13.203                    Chiba
  3 376961.671688 3924254.829456         4360         8.131           Yokohamashinko
  4 385756.229234 3907991.928788         9071        22.053              Daini-Kaiho
  5 377366.031863 3905821.935357         6813         5.141                 Yokosuka
  6 383595.047821 3899052.839033         9911         8.131              Kyurihamako
  7 400171.676110 3941984.420715         4001         5.759             Yoko_01_0001
  8 400954.735874 3941282.382401         4151         8.178             Yoko_01_0002
  9 401737.919152 3940580.416295         4311        10.781             Yoko_01_0003
 10 402521.225919 3939878.522384         4477        12.589             Yoko_01_0004
 11 403304.656153 3939176.700652         4474        12.874             Yoko_01_0005
 12 404088.209829 3938474.951084         4635        14.072             Yoko_01_0006
 13 404871.886923 3937773.273664         4473        14.287             Yoko_01_0007
 14 405655.687412 3937071.668378         4580        15.569             Yoko_01_0008
 15 406439.611272 3936370.135210         4581        15.571             Yoko_01_0009
 16 407223.658479 3935668.674146         4583        16.581             Yoko_01_0010
 17 408007.829009 3934967.285170         4584        16.922             Yoko_01_0011
 18 408792.122838 3934265.968266         4419        16.832             Yoko_01_0012
 19 409576.539944 3933564.723420         4419        16.832             Yoko_01_0013
 20 410361.080302 3932863.550617         4418        16.688             Yoko_01_0014
 21 411145.743888 3932162.449840         4261        16.672             Yoko_01_0015
 22 411930.530679 3931461.421076         4096        16.415             Yoko_01_0016
 23 412715.440652 3930760.464308         3265        10.356             Yoko_01_0017
 24 391389.359508 3930395.042015         6010        21.382             Yoko_02_0001
 25 392206.435325 3929706.638173         6277        24.366             Yoko_02_0002
 26 393023.636709 3929018.312630         6343        26.670             Yoko_02_0003
 27 393840.963638 3928330.065370         6476        27.781             Yoko_02_0004
 28 394658.416089 3927641.896376         6346        27.536             Yoko_02_0005
 29 395475.994037 3926953.805633         6477        27.783             Yoko_02_0006
 30 396293.697461 3926265.793122         6474        26.884             Yoko_02_0007
