 No       Lon.(X)        Lat.(Y)   Node(Cell)   Depth(Cell)             Station Name
 31 397111.526337 3925577.858830         6602        25.724             Yoko_02_0008
 32 397929.480642 3924890.002738         6467        23.672             Yoko_02_0009
 33 398747.560352 3924202.224831         6329        19.814             Yoko_02_0010
 34 399565.765445 3923514.525092         5921        11.054             Yoko_02_0011
 35 400384.095897 3922826.903505         5630         4.109             Yoko_02_0012
 36 401202.551686 3922139.360053         5206         0.677             Yoko_02_0013
 37 385146.966894 3903228.516327         9347        22.427             Yoko_03_0001
 38 385879.479425 3904078.914489         9386        58.974             Yoko_03_0002
 39 386611.855765 3904929.369685         9383        47.708             Yoko_03_0003
 40 387344.095883 3905779.881932         9301        28.009             Yoko_03_0004
 41 388076.199744 3906630.451248         9130        12.594             Yoko_03_0005
 42 388808.167315 3907481.077652         9202         6.036             Yoko_03_0006
 43 389539.998564 3908331.761162         9151         2.016             Yoko_03_0007
 44 379603.504464 3889334.735808        11567        19.268             Yoko_04_0001
 45 379988.831078 3888277.115690        11696        33.878             Yoko_04_0002
 46 380374.253449 3887219.515982        11813        53.481             Yoko_04_0003
 47 380759.771545 3886161.936681        11924        76.307             Yoko_04_0004
 48 381145.385332 3885104.377780        12022       125.922             Yoko_04_0005
 49 381531.094780 3884046.839277        12027       166.425             Yoko_04_0006
 50 381916.899855 3882989.321164        12030       245.493             Yoko_04_0007
 51 382302.800524 3881931.823439        12101       343.096             Yoko_04_0008
 52 382688.796756 3880874.346095        12163       453.616             Yoko_04_0009
 53 383074.888517 3879816.889128        12164       524.871             Yoko_04_0010
 54 383461.075775 3878759.452534        12165       553.846             Yoko_04_0011
 55 383847.358498 3877702.036306        12166       516.875             Yoko_04_0012
 56 384233.736654 3876644.640440        12107       464.440             Yoko_04_0013
 57 384620.210209 3875587.264931        12110       386.994             Yoko_04_0014
 58 385006.779131 3874529.909775        12111       316.547             Yoko_04_0015
 59 385393.443388 3873472.574965        12109       177.530             Yoko_04_0016
 60 385780.202947 3872415.260498        12092        98.204             Yoko_04_0017
 61 386167.057775 3871357.966368        12202        21.579             Yoko_04_0018
 62 413372.952708 3943365.926849         2484         4.864             Tate_01_0001
 63 412716.278540 3942563.091032         3063        11.523             Tate_01_0002
 64 412059.487438 3941760.302337         3416        11.194             Tate_01_0003
 65 411402.579428 3940957.560749         3594        11.577             Tate_01_0004
 66 410745.554539 3940154.866255         3766        12.178             Tate_01_0005
 67 410088.412797 3939352.218842         3930        12.816             Tate_01_0006
 68 409431.154229 3938549.618497         4086        13.572             Tate_01_0007
 69 408773.778864 3937747.065207         4253        14.462             Tate_01_0008
 70 408116.286728 3936944.558956         4254        15.090             Tate_01_0009
 71 407458.677849 3936142.099734         4415        15.530             Tate_01_0010
 72 406800.952254 3935339.687525         4741        17.213             Tate_01_0011
 73 406143.109970 3934537.322317         4892        17.868             Tate_01_0012
 74 405485.151025 3933735.004095         5037        18.961             Tate_01_0013
 75 404827.075446 3932932.732847         5180        19.999             Tate_01_0014
 76 404168.883259 3932130.508559         5322        20.773             Tate_01_0015
 77 403510.574493 3931328.331218         5465        21.305             Tate_01_0016
 78 402852.149175 3930526.200809         5468        21.252             Tate_01_0017
 79 402193.607331 3929724.117320         5615        21.601             Tate_01_0018
 80 401534.948990 3928922.080736         5764        22.128             Tate_01_0019
 81 400876.174178 3928120.091045         5916        21.859             Tate_01_0020
 82 400217.282922 3927318.148232         6056        22.244             Tate_01_0021
 83 399558.275250 3926516.252284         6191        22.512             Tate_01_0022
 84 398899.151189 3925714.403188         6328        22.463             Tate_01_0023
 85 398239.910766 3924912.600929         6332        22.129             Tate_01_0024
 86 397580.554009 3924110.845494         6603        22.739             Tate_01_0025
 87 396921.080944 3923309.136870         6605        22.632             Tate_01_0026
 88 396261.491598 3922507.475042         6890        24.601             Tate_01_0027
 89 395601.786000 3921705.859997         6891        23.566             Tate_01_0028
 90 394941.964175 3920904.291721         7147        22.558             Tate_01_0029
 91 394282.026152 3920102.770200         7273        20.995             Tate_01_0030
 92 393621.971957 3919301.295422         7403        20.930             Tate_01_0031
 93 392961.801617 3918499.867371         7510        18.681             Tate_01_0032
 94 392301.515160 3917698.486034         7647        18.684             Tate_01_0033
 95 391641.112612 3916897.151398         7773        18.498             Tate_01_0034
 96 390980.594002 3916095.863448         7875        16.619             Tate_01_0035
 97 390319.959355 3915294.622170         8100        15.928             Tate_01_0036
 98 389659.208699 3914493.427552         8121        17.086             Tate_01_0037
 99 388998.342061 3913692.279578         8196        16.328             Tate_01_0038
100 388337.359469 3912891.178235         8307        16.844             Tate_01_0039
101 387676.260948 3912090.123509         8308        16.801             Tate_01_0040
102 387015.046527 3911289.115387         8517        17.911             Tate_01_0041
103 386353.716233 3910488.153854         8627        22.393             Tate_01_0042
104 385692.270091 3909687.238896         8722        22.889             Tate_01_0043
105 385030.708131 3908886.370499         8894        32.996             Tate_01_0044
106 384369.030377 3908085.548650         9103        44.978             Tate_01_0045
107 383707.236859 3907284.773334         9161        48.766             Tate_01_0046
108 383707.236859 3907284.773334         9161        48.766             Tate_02_0001
109 384461.115101 3906504.736911         9253        47.552             Tate_02_0002
110 385215.124785 3905724.767753         9294        45.511             Tate_02_0003
111 385969.265880 3904944.865844         9381        50.390             Tate_02_0004
112 386723.538357 3904165.031170         9425        57.794             Tate_02_0005
113 387477.942185 3903385.263714         9523        65.352             Tate_02_0006
114 388232.477335 3902605.563460         9600        61.351             Tate_02_0007
115 388987.143776 3901825.930394         9671        60.946             Tate_02_0008
116 389741.941478 3901046.364499         9673        45.757             Tate_02_0009
117 390496.870413 3900266.865759         9669        32.032             Tate_02_0010
118 390496.870413 3900266.865759         9669        32.032             Tate_03_0001
119 390067.085524 3899192.024194         9812        31.335             Tate_03_0002
120 389637.203952 3898117.202287         9889        29.379             Tate_03_0003
121 389207.225730 3897042.400028        10007        36.531             Tate_03_0004
122 388777.150894 3895967.617408        10161        43.954             Tate_03_0005
123 388346.979479 3894892.854420        10360        55.901             Tate_03_0006
124 387916.711519 3893818.111053        10541        89.259             Tate_03_0007
125 387486.347049 3892743.387299        10792       214.664             Tate_03_0008
126 387055.886104 3891668.683149        10886       267.332             Tate_03_0009
127 386625.328719 3890593.998594        10982       310.939             Tate_03_0010
128 386194.674929 3889519.333626        10985       283.181             Tate_03_0011
129 385763.924769 3888444.688235        11076       170.657             Tate_03_0012
130 385333.078274 3887370.062412        11092        91.619             Tate_03_0013
131 384902.135478 3886295.456148        11277        88.827             Tate_03_0014
132 384471.096416 3885220.869435        11468       102.256             Tate_03_0015
133 384039.961124 3884146.302263        11826       129.169             Tate_03_0016
134 383608.729637 3883071.754624        12029       228.862             Tate_03_0017
135 383177.401988 3881997.226508        12101       343.096             Tate_03_0018
136 382745.978214 3880922.717906        12163       453.616             Tate_03_0019
137 382314.458348 3879848.228809        12213       528.536             Tate_03_0020
